move_id,phase,state_step,candidate_id,receiver,role,primitive,level,accepted,accepted_cumulative,flight_step_m,flight_cumulative_m
741,stage_ii,19,3,9,probe_inverse,L,4,0,53,0.3125,1447.5
742,stage_ii,19,-1,4,commit,B,5,1,54,0.15624999999999992,1447.65625
743,stage_ii,19,-1,6,commit,R,5,1,55,0.15625,1447.8125
744,stage_ii,19,-1,7,commit,F,5,1,56,0.15625,1447.96875
745,stage_ii,19,-1,9,commit,F,4,1,57,0.3125,1448.28125
746,stage_ii,20,0,4,probe,F,5,0,57,0.15624999999999992,1448.4375
747,stage_ii,20,0,4,probe_inverse,B,5,0,57,0.15624999999999992,1448.59375
748,stage_ii,20,1,4,probe,B,5,0,57,0.15624999999999992,1448.75
749,stage_ii,20,1,4,probe_inverse,F,5,0,57,0.15624999999999992,1448.90625
750,stage_ii,20,2,4,probe,L,5,0,57,0.15624999999999992,1449.0625
751,stage_ii,20,2,4,probe_inverse,R,5,0,57,0.15624999999999992,1449.21875
752,stage_ii,20,3,4,probe,R,5,0,57,0.15624999999999992,1449.375
753,stage_ii,20,3,4,probe_inverse,L,5,0,57,0.15624999999999992,1449.53125
754,stage_ii,20,0,6,probe,F,5,0,57,0.15625,1449.6875
755,stage_ii,20,0,6,probe_inverse,B,5,0,57,0.15625,1449.84375
756,stage_ii,20,1,6,probe,B,5,0,57,0.15625,1450.0
757,stage_ii,20,1,6,probe_inverse,F,5,0,57,0.15625,1450.15625
758,stage_ii,20,2,6,probe,L,5,0,57,0.15625,1450.3125
759,stage_ii,20,2,6,probe_inverse,R,5,0,57,0.15625,1450.46875
760,stage_ii,20,3,6,probe,R,5,0,57,0.15625,1450.625
761,stage_ii,20,3,6,probe_inverse,L,5,0,57,0.15625,1450.78125
762,stage_ii,20,0,9,probe,F,4,0,57,0.3125,1451.09375
763,stage_ii,20,0,9,probe_inverse,B,4,0,57,0.3125,1451.40625
764,stage_ii,20,1,9,probe,B,4,0,57,0.3125,1451.71875
765,stage_ii,20,1,9,probe_inverse,F,4,0,57,0.3125,1452.03125
766,stage_ii,20,2,9,probe,L,4,0,57,0.3125,1452.34375
767,stage_ii,20,2,9,probe_inverse,R,4,0,57,0.3125,1452.65625
768,stage_ii,20,3,9,probe,R,4,0,57,0.3125,1452.96875
769,stage_ii,20,3,9,probe_inverse,L,4,0,57,0.3125,1453.28125
770,stage_ii,20,-1,6,commit,B,5,1,58,0.15625,1453.4375
771,stage_ii,20,-1,9,commit,L,4,1,59,0.3125,1453.75
772,stage_ii,21,0,4,probe,F,6,0,59,0.07812499999999993,1453.828125
773,stage_ii,21,0,4,probe_inverse,B,6,0,59,0.07812499999999993,1453.90625
774,stage_ii,21,1,4,probe,B,6,0,59,0.07812499999999993,1453.984375
775,stage_ii,21,1,4,probe_inverse,F,6,0,59,0.07812499999999993,1454.0625
776,stage_ii,21,2,4,probe,L,6,0,59,0.07812499999999993,1454.140625
777,stage_ii,21,2,4,probe_inverse,R,6,0,59,0.07812499999999993,1454.21875
778,stage_ii,21,3,4,probe,R,6,0,59,0.07812499999999993,1454.296875
779,stage_ii,21,3,4,probe_inverse,L,6,0,59,0.07812499999999993,1454.375
780,stage_ii,21,0,6,probe,F,5,0,59,0.15625,1454.53125
781,stage_ii,21,0,6,probe_inverse,B,5,0,59,0.15625,1454.6875
782,stage_ii,21,1,6,probe,B,5,0,59,0.15625,1454.84375
783,stage_ii,21,1,6,probe_inverse,F,5,0,59,0.15625,1455.0
784,stage_ii,21,2,6,probe,L,5,0,59,0.15625,1455.15625
785,stage_ii,21,2,6,probe_inverse,R,5,0,59,0.15625,1455.3125
786,stage_ii,21,3,6,probe,R,5,0,59,0.15625,1455.46875
787,stage_ii,21,3,6,probe_inverse,L,5,0,59,0.15625,1455.625
788,stage_ii,21,0,9,probe,F,4,0,59,0.3125,1455.9375
789,stage_ii,21,0,9,probe_inverse,B,4,0,59,0.3125,1456.25
790,stage_ii,21,1,9,probe,B,4,0,59,0.3125,1456.5625
791,stage_ii,21,1,9,probe_inverse,F,4,0,59,0.3125,1456.875
792,stage_ii,21,2,9,probe,L,4,0,59,0.3125,1457.1875
793,stage_ii,21,2,9,probe_inverse,R,4,0,59,0.3125,1457.5
794,stage_ii,21,3,9,probe,R,4,0,59,0.3125,1457.8125
795,stage_ii,21,3,9,probe_inverse,L,4,0,59,0.3125,1458.125
796,stage_ii,21,-1,4,commit,L,6,1,60,0.07812499999999993,1458.203125
797,stage_ii,21,-1,9,commit,L,4,1,61,0.3125,1458.515625
798,stage_ii,22,0,4,probe,F,6,0,61,0.07812499999999993,1458.59375
799,stage_ii,22,0,4,probe_inverse,B,6,0,61,0.07812499999999993,1458.671875
800,stage_ii,22,1,4,probe,B,6,0,61,0.07812499999999993,1458.75
801,stage_ii,22,1,4,probe_inverse,F,6,0,61,0.07812499999999993,1458.828125
802,stage_ii,22,2,4,probe,L,6,0,61,0.07812499999999993,1458.90625
803,stage_ii,22,2,4,probe_inverse,R,6,0,61,0.07812499999999993,1458.984375
804,stage_ii,22,3,4,probe,R,6,0,61,0.07812499999999993,1459.0625
805,stage_ii,22,3,4,probe_inverse,L,6,0,61,0.07812499999999993,1459.140625
806,stage_ii,22,0,6,probe,F,6,0,61,0.078125,1459.21875
807,stage_ii,22,0,6,probe_inverse,B,6,0,61,0.078125,1459.296875
808,stage_ii,22,1,6,probe,B,6,0,61,0.078125,1459.375
809,stage_ii,22,1,6,probe_inverse,F,6,0,61,0.078125,1459.453125
810,stage_ii,22,2,6,probe,L,6,0,61,0.078125,1459.53125
811,stage_ii,22,2,6,probe_inverse,R,6,0,61,0.078125,1459.609375
812,stage_ii,22,3,6,probe,R,6,0,61,0.078125,1459.6875
813,stage_ii,22,3,6,probe_inverse,L,6,0,61,0.078125,1459.765625
814,stage_ii,22,0,9,probe,F,4,0,61,0.3125,1460.078125
815,stage_ii,22,0,9,probe_inverse,B,4,0,61,0.3125,1460.390625
816,stage_ii,22,1,9,probe,B,4,0,61,0.3125,1460.703125
817,stage_ii,22,1,9,probe_inverse,F,4,0,61,0.3125,1461.015625
818,stage_ii,22,2,9,probe,L,4,0,61,0.3125,1461.328125
819,stage_ii,22,2,9,probe_inverse,R,4,0,61,0.3125,1461.640625
820,stage_ii,22,3,9,probe,R,4,0,61,0.3125,1461.953125
821,stage_ii,22,3,9,probe_inverse,L,4,0,61,0.3125,1462.265625
822,stage_ii,22,-1,4,commit,B,6,1,62,0.07812499999999993,1462.34375
823,stage_ii,22,-1,6,commit,B,6,1,63,0.078125,1462.421875
824,stage_ii,23,0,6,probe,F,6,0,63,0.078125,1462.5
825,stage_ii,23,0,6,probe_inverse,B,6,0,63,0.078125,1462.578125
826,stage_ii,23,1,6,probe,B,6,0,63,0.078125,1462.65625
827,stage_ii,23,1,6,probe_inverse,F,6,0,63,0.078125,1462.734375
828,stage_ii,23,2,6,probe,L,6,0,63,0.078125,1462.8125
829,stage_ii,23,2,6,probe_inverse,R,6,0,63,0.078125,1462.890625
830,stage_ii,23,3,6,probe,R,6,0,63,0.078125,1462.96875
831,stage_ii,23,3,6,probe_inverse,L,6,0,63,0.078125,1463.046875
832,stage_ii,23,0,9,probe,F,5,0,63,0.15624999999999997,1463.203125
833,stage_ii,23,0,9,probe_inverse,B,5,0,63,0.15624999999999997,1463.359375
834,stage_ii,23,1,9,probe,B,5,0,63,0.15624999999999997,1463.515625
835,stage_ii,23,1,9,probe_inverse,F,5,0,63,0.15624999999999997,1463.671875
836,stage_ii,23,2,9,probe,L,5,0,63,0.15624999999999997,1463.828125
837,stage_ii,23,2,9,probe_inverse,R,5,0,63,0.15624999999999997,1463.984375
838,stage_ii,23,3,9,probe,R,5,0,63,0.15624999999999997,1464.140625
839,stage_ii,23,3,9,probe_inverse,L,5,0,63,0.15624999999999997,1464.296875
840,stage_ii,23,-1,6,commit,R,6,1,64,0.078125,1464.375
841,stage_ii,23,-1,9,commit,F,5,1,65,0.15624999999999997,1464.53125
842,stage_ii,24,0,9,probe,F,5,0,65,0.15624999999999997,1464.6875
843,stage_ii,24,0,9,probe_inverse,B,5,0,65,0.15624999999999997,1464.84375
844,stage_ii,24,1,9,probe,B,5,0,65,0.15624999999999997,1465.0
845,stage_ii,24,1,9,probe_inverse,F,5,0,65,0.15624999999999997,1465.15625
846,stage_ii,24,2,9,probe,L,5,0,65,0.15624999999999997,1465.3125
847,stage_ii,24,2,9,probe_inverse,R,5,0,65,0.15624999999999997,1465.46875
848,stage_ii,24,3,9,probe,R,5,0,65,0.15624999999999997,1465.625
849,stage_ii,24,3,9,probe_inverse,L,5,0,65,0.15624999999999997,1465.78125
850,stage_ii,24,-1,9,commit,L,5,1,66,0.15624999999999997,1465.9375
